F3,F4,P7,FC6,F7,F8,T7,P8,FC5,AF4,T8,O2,O1,AF3
13,5,120,-7,90,-17,112,42,-9,-92,21,123,75,-49
-6,-17,116,-49,78,-62,103,27,-20,-120,-14,96,45,-69
-17,-39,114,-58,94,-66,110,0,-6,-124,-29,48,29,-64
-12,-46,114,-36,112,-40,120,-21,9,-102,-25,33,24,-49
-2,-26,117,-18,105,-29,121,-4,7,-87,-7,59,14,-45
-1,-20,124,-18,90,-36,111,29,1,-90,3,75,2,-42
-6,-34,122,-23,86,-36,96,32,-2,-90,-4,59,-1,-41
-6,-34,122,-23,86,-36,96,32,-2,-90,-4,59,-1,-41
-5,-53,121,-26,94,-35,95,16,2,-85,-9,54,-10,-46
-6,-55,127,-31,91,-53,103,7,2,-90,-15,65,-16,-53
-14,-55,123,-37,74,-59,103,5,-10,-99,-31,61,-12,-52
-13,-62,124,-31,69,-40,109,0,-12,-96,-27,55,-15,-52
-11,-48,145,-12,72,-29,114,9,-14,-87,5,69,-10,-60
-14,-50,160,1,72,-25,106,36,-20,-88,34,94,14,-57
-14,-50,160,1,72,-25,106,36,-20,-88,34,94,14,-57
-14,-57,155,4,76,-15,104,41,-16,-85,37,102,31,-53
-10,-50,150,-5,84,-17,117,25,3,-90,24,90,27,-57
-1,-55,152,-13,101,-29,125,24,20,-104,20,81,13,-46
4,-53,147,-15,116,-33,120,32,28,-103,22,77,8,-33
3,-53,139,-17,109,-28,123,21,36,-96,13,70,10,-38
-5,-53,144,-18,90,-28,124,2,34,-96,-1,60,9,-45
-5,-53,144,-18,90,-28,124,2,34,-96,-1,60,9,-45
-9,-49,149,-14,86,-30,120,1,28,-93,3,56,9,-41
8,-35,154,6,98,-15,124,26,34,-70,36,85,23,-26
32,-8,164,16,101,3,129,42,36,-52,56,113,44,-16
31,-16,165,8,89,0,122,39,18,-64,41,101,48,-21
8,-38,153,13,78,-3,109,45,-2,-69,38,90,41,-35
8,-38,153,13,78,-3,109,45,-2,-69,38,90,41,-35
1,-30,150,27,80,11,104,53,13,-54,56,92,38,-30
9,-40,150,13,78,-1,100,28,31,-70,45,62,30,-20
0,-56,129,-18,69,-34,84,-6,21,-105,12,20,12,-35
-2,-53,118,-10,81,-29,82,-8,17,-91,14,26,4,-39
22,-38,130,15,100,0,98,14,33,-63,37,52,19,-18
31,-29,126,8,97,-9,93,26,34,-68,34,59,27,-10
31,-29,126,8,97,-9,93,26,34,-68,34,59,27,-10
24,-43,115,-6,96,-30,80,29,31,-83,33,60,23,-15
41,-32,118,4,111,-24,85,33,43,-71,42,65,29,-7
52,-24,121,8,114,-22,96,28,45,-61,37,60,33,-3
34,-42,117,1,95,-31,94,20,32,-74,28,51,27,-11
25,-29,119,6,85,-23,90,28,28,-82,30,57,33,-17
25,-29,119,6,85,-23,90,28,28,-82,30,57,33,-17
37,-17,119,13,92,-15,85,38,29,-78,34,69,44,-21
52,-6,115,17,94,-10,80,31,27,-62,42,67,40,-14
67,11,121,32,98,15,89,25,37,-47,59,58,32,5
71,9,125,54,117,40,98,39,49,-30,73,68,43,18
58,4,121,58,119,36,96,52,40,-22,77,91,62,13
57,2,121,45,99,26,95,59,25,-41,71,89,64,7
57,2,121,45,99,26,95,59,25,-41,71,89,64,7
72,11,122,44,93,31,95,61,28,-48,68,69,56,6
78,16,113,50,108,30,91,47,38,-35,65,67,48,7
66,-1,102,31,115,3,86,34,38,-54,49,64,41,5
39,-22,89,-3,101,-29,81,22,35,-89,29,36,27,-11
23,-45,76,-12,96,-35,69,5,38,-96,20,18,1,-23
39,-37,76,-10,102,-29,61,-1,38,-86,19,25,-7,-18
39,-37,76,-10,102,-29,61,-1,38,-86,19,25,-7,-18
57,-18,83,-9,103,-28,64,6,30,-79,23,30,15,-5
45,-30,89,-1,100,-26,63,6,35,-80,34,31,26,-13
29,-33,91,4,85,-14,53,14,32,-79,38,31,22,-32
35,-25,93,10,71,0,51,32,7,-76,39,29,27,-31
40,-18,93,21,69,6,62,34,3,-73,44,36,31,-26
30,-20,78,20,68,-5,50,35,11,-75,46,42,28,-36
30,-20,78,20,68,-5,50,35,11,-75,46,42,28,-36
22,-41,71,6,64,-20,36,28,9,-77,42,42,33,-42
20,-47,74,-14,67,-36,44,3,9,-82,17,29,25,-41
22,-48,68,-32,70,-55,45,-11,10,-96,-15,3,5,-46
23,-43,53,-33,58,-60,29,-3,0,-101,-20,7,10,-62
22,-29,53,-23,49,-53,24,0,-2,-96,-1,24,26,-66
22,-29,53,-23,49,-53,24,0,-2,-96,-1,24,26,-66
28,-33,66,-21,69,-45,42,-5,9,-87,2,12,22,-42
32,-24,61,-16,85,-35,50,0,16,-69,-7,3,20,-23
41,-8,48,8,72,-25,41,1,14,-57,1,22,31,-22
51,-6,46,14,55,-25,38,5,4,-59,9,35,33,-19
41,-3,54,-2,61,-32,48,15,3,-58,1,29,35,-13
35,-10,62,0,70,-31,62,17,20,-49,-1,35,42,-6
35,-10,62,0,70,-31,62,17,20,-49,-1,35,42,-6
40,-6,60,4,62,-30,57,10,17,-46,-1,42,42,-6
37,1,48,-3,55,-31,41,5,-1,-50,-7,35,33,-14
29,-4,45,12,55,-14,44,13,-3,-44,0,26,27,-23
25,-4,56,29,58,5,59,23,1,-33,13,28,43,-27
24,-10,64,31,59,2,57,31,5,-33,20,38,63,-22
29,-6,62,23,54,-5,49,31,5,-35,19,36,66,-16
29,-6,62,23,54,-5,49,31,5,-35,19,36,66,-16
35,-8,57,10,56,-2,55,19,4,-38,11,28,60,-19
31,-20,43,1,62,-11,58,8,17,-48,5,29,50,-32
28,-12,28,-7,63,-32,56,2,24,-56,-5,30,36,-33
23,-25,29,-24,64,-49,60,0,17,-66,-24,23,29,-24
11,-41,28,-41,60,-60,59,-17,10,-74,-45,2,30,-32
11,-41,28,-41,60,-60,59,-17,10,-74,-45,2,30,-32
13,-34,24,-31,52,-51,54,-21,8,-65,-42,-6,27,-43
26,-25,28,-3,59,-22,60,-5,15,-46,-10,10,23,-29
26,-9,29,16,75,-1,68,3,26,-29,3,21,24,-6
33,1,30,28,74,9,72,12,26,-16,4,26,42,3
50,6,30,32,63,11,78,30,13,-9,14,34,50,-1
56,3,27,21,59,-3,75,34,6,-17,15,36,38,-9
56,3,27,21,59,-3,75,34,6,-17,15,36,38,-9
77,-11,28,4,68,-15,66,27,9,-32,2,36,36,-16
133,-3,31,-2,75,-17,72,26,14,-32,-3,39,44,-10
205,1,32,-2,75,-16,82,23,24,-19,-5,35,47,0
272,1,35,-3,76,-22,78,12,23,-11,-20,32,50,-2
325,5,25,-16,70,-39,68,3,7,-24,-33,29,52,-1
360,-4,13,-28,61,-46,66,-6,-2,-40,-35,10,34,5
360,-4,13,-28,61,-46,66,-6,-2,-40,-35,10,34,5
386,6,19,-15,57,-37,72,-11,2,-21,-22,3,22,-3
414,18,32,6,64,-23,87,7,6,4,1,29,35,-3
438,18,32,12,66,-18,92,30,0,-2,6,39,48,11
456,24,31,3,58,-14,75,29,-1,-14,1,25,50,13
478,17,40,1,63,-7,73,29,5,-8,5,41,56,9
478,17,40,1,63,-7,73,29,5,-8,5,41,56,9
502,13,35,10,57,-5,80,38,-6,1,9,62,58,0
549,11,27,15,37,-5,76,25,-27,-3,-4,50,41,-14
617,7,33,7,35,-1,76,-1,-25,-13,-26,25,28,-15
678,12,18,-1,57,-8,78,-4,-7,-14,-37,5,27,-13
714,1,-2,1,64,-27,72,2,5,-16,-30,3,22,-20
759,-9,13,-7,54,-29,73,-1,3,-21,-22,17,23,-21
759,-9,13,-7,54,-29,73,-1,3,-21,-22,17,23,-21
866,-7,20,-6,61,-7,82,1,13,-14,-14,20,29,-4
1013,9,7,19,79,6,83,7,34,6,3,5,24,21
1126,30,20,21,76,2,85,-1,28,11,-10,-5,25,24
1192,23,32,7,62,-6,89,2,16,0,-26,7,29,6
1252,25,17,17,62,-1,74,29,22,8,-2,37,33,-4
1303,36,23,38,58,12,65,41,17,13,17,59,50,2
1331,21,40,30,32,7,69,24,-7,-8,4,38,52,-1
1331,21,40,30,32,7,69,24,-7,-8,4,38,52,-1
1358,14,22,14,20,-10,62,3,-14,-17,-9,4,35,-15
1380,-1,12,7,32,-14,59,-7,-3,-17,-10,-2,27,-21
1383,-10,29,0,42,-2,72,6,-2,-23,-8,11,34,-18
1392,-4,27,-3,51,-3,71,12,0,-18,0,15,42,-9
1425,4,5,3,60,-19,61,4,15,-17,1,17,48,-3
1425,4,5,3,60,-19,61,4,15,-17,1,17,48,-3
1448,24,10,-2,62,-28,72,5,32,-20,-11,25,51,0
1447,20,34,-19,60,-28,90,8,29,-19,-22,29,53,0
1448,13,35,-21,57,-35,88,14,19,-15,-24,39,59,0
1462,33,26,-2,57,-30,84,31,22,-10,-16,60,68,13
1481,53,36,19,65,-12,89,38,30,1,-2,67,73,33
1490,69,42,23,59,-6,76,30,29,14,7,63,74,39
1490,69,42,23,59,-6,76,30,29,14,7,63,74,39
1473,51,34,9,30,-14,64,32,2,5,7,62,68,26
1429,19,38,-6,-1,-29,77,42,-28,-24,2,56,54,-4
1399,11,53,-7,-10,-27,80,57,-27,-40,16,59,56,-26
1407,8,60,5,7,-6,65,79,-11,-26,43,72,63,-17
1407,6,52,2,26,-6,67,70,-9,-17,31,71,39,-3
1383,-6,39,-11,29,-24,77,38,0,-30,-3,52,3,-7
1383,-6,39,-11,29,-24,77,38,0,-30,-3,52,3,-7
1372,-14,32,-12,30,-27,64,25,13,-36,-10,39,-2,-8
1370,-12,31,-9,42,-18,58,32,17,-30,-7,31,5,-3
1354,-17,35,-4,59,-9,75,45,26,-24,0,29,-9,0
1340,-7,46,15,55,7,85,59,34,-7,21,46,-9,11
1350,-1,59,28,40,23,83,66,34,5,35,59,9,28
1350,-1,59,28,40,23,83,66,34,5,35,59,9,28
1353,4,63,33,33,27,80,66,31,7,29,65,11,33
1332,23,61,42,30,26,78,78,22,18,27,73,14,33
1316,19,67,49,30,33,84,85,20,29,31,74,19,34
1310,13,74,52,32,40,84,82,27,37,37,79,26,35
1293,11,70,53,20,39,73,90,19,34,47,89,25,31
1259,-9,62,43,5,31,72,87,1,15,42,81,10,20
1259,-9,62,43,5,31,72,87,1,15,42,81,10,20
1221,-20,62,32,5,26,80,69,-6,5,33,58,1,10
1200,-20,66,40,10,43,78,77,1,16,51,64,5,16
1198,-10,61,44,15,55,75,88,17,30,62,80,11,27
1191,-12,54,38,27,36,78,68,32,23,36,66,11,24
1173,-19,55,44,34,34,80,73,35,19,32,64,9,22
1150,-3,57,53,32,51,77,94,33,22,54,79,5,24
1150,-3,57,53,32,51,77,94,33,22,54,79,5,24
1134,1,62,58,36,44,75,90,35,25,47,90,16,32
1133,11,64,61,42,32,67,89,34,35,30,94,28,42
1126,22,58,56,35,31,58,82,30,37,22,84,10,37
1095,4,53,38,29,25,57,56,28,25,12,60,-5,28
1063,3,57,29,19,24,62,52,18,25,7,52,7,28
1051,12,60,31,8,31,67,55,6,32,10,66,9,28
1051,12,60,31,8,31,67,55,6,32,10,66,9,28
1042,8,63,26,8,25,60,45,10,25,12,64,5,20
1029,5,68,25,21,24,60,54,26,18,27,58,18,23
1009,1,73,38,34,34,78,63,32,20,40,63,21,29
977,-1,73,48,44,37,81,54,31,26,31,64,15,24
962,-12,69,48,59,34,56,56,34,25,31,59,20,27
954,-10,56,40,56,30,37,49,32,17,38,44,13,32
954,-10,56,40,56,30,37,49,32,17,38,44,13,32
930,-6,47,29,39,20,47,30,27,17,20,30,-1,19
914,-14,60,29,37,24,67,34,33,19,11,37,12,15
902,-9,63,22,37,27,58,36,35,15,15,39,28,20
875,-26,57,2,16,7,35,9,20,4,-4,21,18,8
862,-31,69,4,0,3,37,5,21,6,-21,25,19,4
862,1,70,29,-3,31,46,41,29,19,5,62,48,13
862,1,70,29,-3,31,46,41,29,19,5,62,48,13
834,5,68,40,-14,36,37,65,11,16,42,71,56,4
800,-5,81,43,-23,28,30,60,-7,7,52,59,44,-11
802,-2,84,61,-11,49,37,61,5,15,63,72,47,1
807,10,64,73,-3,70,33,72,9,28,76,79,46,11
791,22,56,63,-15,55,27,61,-4,29,61,61,34,1
773,16,75,58,-20,41,42,46,11,23,38,57,38,4
773,16,75,58,-20,41,42,46,11,23,38,57,38,4
755,13,83,59,-8,46,59,49,33,20,35,60,47,15
736,10,73,50,6,44,53,65,31,19,54,62,38,18
723,4,62,33,7,36,35,67,30,22,60,65,31,19
712,9,55,31,0,22,30,38,29,20,29,43,33,21
701,0,58,29,1,7,38,7,21,11,5,24,27,13
701,0,58,29,1,7,38,7,21,11,5,24,27,13
674,-12,58,10,1,-2,37,0,20,6,-1,24,27,2
638,-29,40,-12,1,-15,31,-5,26,-8,-16,5,24,-2
622,-43,28,-11,3,-19,30,-5,22,-20,-18,4,22,-7
615,-13,40,7,3,-8,33,20,22,0,-1,36,31,-6
610,13,43,24,5,8,33,22,31,20,7,38,24,7
596,12,27,34,6,15,32,3,30,16,13,20,6,4
596,12,27,34,6,15,32,3,30,16,13,20,6,4
563,-10,30,25,3,18,30,9,27,4,22,29,12,-7
534,-28,50,12,3,10,32,14,32,2,10,35,28,-3
525,-8,58,6,8,-3,46,6,30,9,-11,22,35,-1
530,5,60,7,23,2,60,19,33,12,-1,27,41,4
531,7,62,18,41,10,62,40,49,18,25,55,44,24
519,0,60,18,45,9,61,29,59,16,24,58,39,31
519,0,60,18,45,9,61,29,59,16,24,58,39,31
491,-17,59,4,37,-9,68,9,63,6,2,31,34,17
474,-6,47,-10,18,-28,58,2,50,-1,-11,22,29,0
469,10,34,-2,-2,-20,40,0,29,-6,-1,32,25,3
459,21,46,17,11,-3,51,12,40,1,13,34,31,20
446,30,52,25,29,8,63,25,59,21,22,27,34,23
446,30,52,25,29,8,63,25,59,21,22,27,34,23
436,16,45,30,16,19,47,30,46,25,31,31,30,16
425,11,40,29,-4,13,31,26,29,14,26,43,38,7
419,19,38,26,0,1,30,22,35,14,20,42,46,6
413,33,43,31,14,13,34,24,42,31,27,33,50,16
397,33,51,40,18,22,44,22,43,38,31,33,57,23
374,10,50,43,18,7,56,24,43,27,31,33,49,9
374,10,50,43,18,7,56,24,43,27,31,33,49,9
360,15,52,29,21,-1,57,22,42,21,29,29,36,4
354,22,64,10,30,0,45,21,51,23,21,42,49,25
346,17,62,9,32,-1,35,29,60,24,19,60,67,29
335,28,57,19,29,5,38,26,53,23,25,58,64,23
328,31,59,28,30,18,46,31,49,24,39,56,59,28
326,44,59,37,39,31,55,50,62,34,53,66,73,33
326,44,59,37,39,31,55,50,62,34,53,66,73,33
328,58,58,44,63,37,60,48,80,48,59,72,78,46
314,49,40,45,61,33,46,32,72,49,51,63,63,49
283,39,23,41,24,30,25,32,50,39,49,55,53,27
275,30,30,43,12,29,33,38,54,31,65,62,57,22
276,34,34,33,20,14,40,33,61,25,58,61,59,21
276,34,34,33,20,14,40,33,61,25,58,61,59,21
257,30,26,10,5,-4,22,23,52,15,35,35,47,1
242,23,28,9,4,-4,15,14,47,12,36,26,33,3
242,39,31,31,23,14,27,20,52,28,55,46,40,25
239,45,30,46,23,29,34,38,59,37,61,65,60,29
236,49,33,38,14,34,21,38,60,37,59,68,57,23
234,51,21,33,12,30,6,29,59,47,58,50,34,30
234,51,21,33,12,30,6,29,59,47,58,50,34,30
221,32,7,37,8,17,2,27,61,47,43,30,27,33
202,21,4,22,4,1,-1,26,57,28,28,27,35,18
188,17,4,2,-2,-3,-9,28,47,16,30,31,41,7
178,32,14,9,-9,1,-14,31,49,27,32,42,53,20
184,55,28,26,5,0,-5,27,66,46,29,56,66,40
187,44,23,21,8,-2,0,27,69,46,25,43,54,37
167,34,13,17,-8,8,-8,28,54,38,34,20,35,24
167,34,13,17,-8,8,-8,28,54,38,34,20,35,24
156,42,22,32,-1,27,-2,28,61,47,55,28,36,34
157,54,30,37,10,33,14,33,82,66,64,41,40,44
155,58,23,31,0,27,9,38,72,64,56,33,43,34
150,50,30,41,-1,32,5,36,60,49,60,31,51,27
138,48,41,54,5,35,21,47,75,41,75,42,60,31
125,38,38,52,3,35,36,68,81,41,94,61,60,32
125,38,38,52,3,35,36,68,81,41,94,61,60,32
115,38,30,38,-2,36,29,73,63,43,98,68,59,25
103,49,20,24,-12,21,8,61,52,34,74,47,59,17
89,32,8,19,-14,9,6,42,68,21,58,26,51,18
88,28,8,23,0,18,18,27,89,32,58,20,49,25
90,34,24,26,13,24,23,26,95,47,49,10,56,31
90,34,24,26,13,24,23,26,95,47,49,10,56,31
91,49,30,27,10,27,20,39,92,55,46,12,66,42
88,69,17,34,-1,35,16,40,81,59,56,28,65,49
76,47,19,35,6,33,20,30,75,57,57,31,58,42
62,32,17,29,18,26,23,45,88,63,55,28,59,34
53,37,4,35,13,36,16,62,93,60,62,36,58,35
48,37,7,41,-2,43,2,45,68,43,67,35,55,30
48,37,7,41,-2,43,2,45,68,43,67,35,55,30
42,37,22,22,-9,22,1,28,56,31,52,25,55,19
39,30,28,6,-13,9,3,40,65,26,37,24,44,25
32,32,27,15,-9,26,-2,50,60,32,52,28,35,26
10,25,25,16,0,31,0,41,56,34,60,32,34,13
-7,10,25,1,-2,8,2,32,58,21,33,29,21,5
-3,15,34,-8,-5,-5,-3,34,59,16,13,26,13,8
-3,15,34,-8,-5,-5,-3,34,59,16,13,26,13,8
0,16,46,2,2,11,2,47,63,25,27,35,27,14
-23,7,52,14,6,26,14,58,62,32,39,39,29,19
-39,-4,60,10,5,27,13,58,53,27,34,32,10,23
-34,-5,64,11,0,25,12,55,51,27,40,43,3,23
-31,19,64,34,-3,39,23,56,59,46,57,58,3,30
-31,19,64,34,-3,39,23,56,59,46,57,58,3,30
-27,28,67,55,6,59,32,63,66,66,71,45,-4,40
-21,22,66,48,11,61,31,64,66,63,67,32,-1,43
-36,8,56,33,-5,46,18,58,56,46,60,34,-4,37
-60,-16,53,31,-20,36,11,58,46,32,63,33,-23,24
-60,-6,57,36,-12,41,20,57,49,34,61,28,-32,22
-60,-1,47,40,5,52,26,55,60,42,61,30,-30,30
-60,-1,47,40,5,52,26,55,60,42,61,30,-30,30
-84,-15,34,34,12,60,17,58,62,41,72,34,-33,32
-101,-23,39,32,12,55,14,55,59,34,72,31,-36,27
-95,-26,43,33,7,42,11,38,60,30,57,16,-35,24
-93,-9,36,27,2,36,0,28,57,36,53,-2,-36,21
-101,-9,34,26,-3,38,-2,34,58,34,57,2,-36,23
-112,-32,35,24,-16,26,-1,38,66,18,49,13,-33,19
-112,-32,35,24,-16,26,-1,38,66,18,49,13,-33,19
-123,-40,41,23,-37,25,-6,36,53,17,46,18,-30,7
-120,-31,59,32,-39,51,-6,36,34,33,58,30,-25,13
-109,-11,59,36,-22,56,-5,32,51,46,54,29,-23,29
-108,-13,40,26,-16,33,-4,27,63,44,35,8,-24,34
-117,-27,33,10,-35,20,-6,25,41,33,24,-7,-36,29
-117,-27,33,10,-35,20,-6,25,41,33,24,-7,-36,29
-139,-36,29,-3,-45,27,-7,20,24,24,23,-8,-46,16
-148,-47,31,10,-28,28,0,22,36,24,33,-3,-35,16
-135,-28,41,27,-22,27,6,25,49,37,35,-9,-29,28
-122,-5,45,26,-34,42,2,24,56,50,31,-11,-35,37
-114,2,49,44,-18,62,12,40,67,61,47,11,-19,47
-121,4,59,55,5,67,28,62,74,61,66,36,6,53
-121,4,59,55,5,67,28,62,74,61,66,36,6,53
-145,-11,61,36,-11,56,19,65,68,44,70,42,2,38
-149,4,52,29,-38,48,1,59,43,39,69,43,-1,23
-130,24,53,35,-35,50,0,53,27,49,63,35,14,31
-139,13,62,41,-26,61,12,59,42,54,64,36,24,37
-161,7,65,46,-31,65,17,71,51,53,78,52,31,31
-154,7,61,47,-31,62,7,72,52,48,79,49,32,31
-154,7,61,47,-31,62,7,72,52,48,79,49,32,31
-140,19,48,41,-23,62,-5,55,56,47,65,29,11,36
-147,19,31,29,-23,42,-4,32,46,42,49,11,-6,36
-153,-4,35,23,-32,31,1,26,40,37,40,-2,-6,32
-164,-11,42,22,-37,43,-6,24,43,39,39,-6,-4,32
-177,-4,39,16,-25,39,-4,9,42,32,37,-6,-9,34
-177,-4,39,16,-25,39,-4,9,42,32,37,-6,-9,34
-173,5,46,9,-20,25,-5,6,43,29,37,-5,-7,32
-163,8,43,20,-28,31,-20,19,46,34,47,-3,-6,33
-166,1,30,30,-18,39,-21,19,50,39,58,-1,-3,40
-183,-2,35,18,-8,33,-11,21,50,37,53,13,15,30
-195,-21,47,8,-29,28,-17,35,37,19,47,23,27,10
-195,-18,36,1,-49,21,-25,23,16,3,42,8,12,5
-195,-18,36,1,-49,21,-25,23,16,3,42,8,12,5
-191,4,24,1,-43,16,-22,3,17,5,40,-2,-4,11
-202,-14,25,3,-39,14,-26,6,27,4,42,4,-7,6
-224,-31,22,-8,-44,9,-24,5,16,-3,31,-3,-5,-7
-222,-30,27,-9,-39,13,-7,1,11,0,31,-16,-5,-4
-200,-8,34,8,-23,24,-1,15,31,11,47,-1,0,15
-182,23,29,30,-11,30,-2,30,48,25,62,19,15,33
-182,23,29,30,-11,30,-2,30,48,25,62,19,15,33
-180,16,34,35,-10,35,0,32,49,28,67,17,21,35
-202,1,40,21,-15,32,-4,22,42,23,55,2,15,29
-215,4,36,18,-7,28,-4,9,45,26,45,1,16,26
-203,25,43,31,-3,43,12,12,50,37,48,8,29,32
-191,42,50,35,-7,48,20,25,54,47,61,6,32,41
-191,42,50,35,-7,48,20,25,54,47,61,6,32,41
-193,30,43,31,-3,38,8,29,52,50,69,4,26,39
-205,25,35,26,-9,40,-4,26,34,42,61,12,28,30
-216,26,37,28,-17,50,-4,27,29,38,54,18,39,25
-211,36,43,48,-10,59,1,34,45,53,71,25,53,32
-189,63,44,58,3,61,4,37,60,68,84,33,58,46
-186,53,42,38,4,49,2,30,60,57,70,28,54,50
-186,53,42,38,4,49,2,30,60,57,70,28,54,50
-213,30,34,25,-14,39,-9,23,38,41,55,21,54,33
-222,32,40,39,-24,54,-10,39,26,49,64,37,58,26
-196,55,58,59,-9,71,5,64,47,71,87,60,64,52
-185,68,55,59,-3,63,8,64,63,73,91,55,61,60
-208,32,34,28,-26,39,-8,39,41,41,62,28,41,26
-237,7,23,2,-43,19,-17,18,16,12,36,12,32,-11
-237,7,23,2,-43,19,-17,18,16,12,36,12,32,-11
-245,13,37,17,-37,23,-8,21,20,14,52,28,53,-11
-242,19,46,33,-27,37,3,35,32,31,71,35,61,2
-249,23,36,21,-20,31,-4,23,27,34,57,7,43,-6
-235,18,26,20,-8,28,-10,2,26,24,52,-8,41,-4
-211,34,21,40,7,48,0,9,47,36,63,4,45,16
-227,39,25,42,1,57,-5,16,57,51,58,3,36,12
-227,39,25,42,1,57,-5,16,57,51,58,3,36,12
-260,11,29,24,-23,33,-24,0,36,24,39,-6,31,-11
-254,10,16,5,-35,12,-28,-12,20,2,24,-8,33,-17
-219,30,9,8,-24,22,-16,0,37,29,29,-2,35,2
-208,43,25,24,-13,34,-7,18,52,54,50,16,49,12
-228,40,36,31,-19,34,-10,31,42,38,65,24,63,0
-228,40,36,31,-19,34,-10,31,42,38,65,24,63,0
-247,29,32,29,-30,32,-11,30,30,26,62,19,59,-12
-245,39,31,24,-34,31,-9,21,30,38,54,22,58,-9
-235,41,30,28,-24,34,-2,24,38,36,63,32,63,3
-241,33,23,29,-21,35,-5,37,28,21,82,39,58,-6
-266,16,22,7,-33,21,-15,34,2,1,76,35,50,-34
-276,-7,30,-5,-27,12,-8,13,2,-16,56,16,44,-41
-276,-7,30,-5,-27,12,-8,13,2,-16,56,16,44,-41
-260,14,20,21,-5,37,0,12,14,4,64,-5,45,-20
-240,42,2,52,7,72,-6,27,14,41,88,2,51,1
-237,42,13,57,4,65,-12,33,17,45,90,24,58,3
-243,34,23,39,-6,34,-7,33,21,27,83,34,66,-11
-245,30,15,34,-16,40,-4,41,6,26,89,37,67,-11
-245,47,13,44,-23,63,-7,49,-5,38,92,36,63,-4
-245,47,13,44,-23,63,-7,49,-5,38,92,36,63,-4
-245,40,16,44,-27,61,-4,50,2,32,80,30,58,-18
-245,9,17,29,-23,48,-2,44,5,15,74,29,56,-35
-253,8,14,25,-7,45,-1,34,0,6,78,20,57,-30
-254,18,9,38,3,49,10,28,10,14,72,5,59,-22
-251,29,9,38,-3,43,11,26,15,29,57,11,63,-18
-251,29,9,38,-3,43,11,26,15,29,57,11,63,-18
-247,32,12,29,-5,34,7,30,12,33,54,25,61,-10
-229,39,11,32,4,41,16,40,23,36,71,29,56,1
-211,62,4,52,6,58,18,47,35,54,80,35,64,14
-214,61,10,64,8,62,10,51,30,67,77,40,80,24
-222,58,18,55,11,57,8,48,20,68,74,43,87,11
-215,67,15,53,8,61,9,41,21,71,76,53,88,5
-215,67,15,53,8,61,9,41,21,71,76,53,88,5
-207,72,6,66,1,67,3,37,29,74,77,49,80,26
-210,75,4,60,-4,64,1,28,22,71,69,29,74,25
-214,56,9,41,-9,57,2,28,7,55,58,26,74,5
-218,46,9,40,-13,57,-6,49,9,41,55,33,71,-2
-217,54,11,46,-8,60,-9,64,29,48,62,30,63,8
-209,48,23,40,-2,58,7,61,35,53,65,27,53,14
-209,48,23,40,-2,58,7,61,35,53,65,27,53,14
-213,43,29,36,0,60,16,52,26,42,57,31,42,7
-236,16,25,30,-4,54,7,42,17,32,57,19,26,-3
-250,-2,24,23,-19,35,7,28,5,33,58,-3,11,-7
-238,13,22,22,-26,33,13,27,1,32,56,7,13,-5
-234,4,14,12,-25,32,-1,28,0,23,54,24,19,-9
-234,4,14,12,-25,32,-1,28,0,23,54,24,19,-9
-256,-14,9,1,-33,22,-11,24,-5,16,51,15,7,-24
-264,-14,13,20,-34,38,-2,30,-3,21,57,15,-8,-28
-251,7,16,48,-28,67,-1,35,-4,40,77,27,-5,-13
-247,9,25,51,-29,66,-4,31,-3,38,82,23,-2,-10
-236,-6,35,44,-18,59,3,38,6,28,76,29,-1,-13
-236,-10,28,34,-14,61,-7,33,0,29,72,27,-1,-18
-236,-10,28,34,-14,61,-7,33,0,29,72,27,-1,-18
-254,-27,25,22,-16,53,-9,7,-5,20,61,1,-12,-28
-240,-13,31,32,6,56,17,13,19,27,67,6,1,-9
-212,20,29,43,17,65,19,36,27,41,83,28,15,15
-216,7,31,35,6,60,4,29,13,28,86,30,0,7
-215,8,41,34,16,61,19,26,27,29,82,34,5,7
-204,22,41,41,24,64,33,30,37,49,70,33,29,22
-204,22,41,41,24,64,33,30,37,49,70,33,29,22
-222,4,29,28,-2,52,16,12,13,43,43,17,14,6
-230,-2,28,17,-10,47,7,11,8,26,45,14,-7,-8
-208,11,35,38,2,65,25,35,33,31,82,32,5,9
-212,16,30,50,-4,79,25,38,25,35,98,34,8,7
-236,2,22,50,-8,86,9,37,2,34,91,16,-3,-4
-236,2,22,50,-8,86,9,37,2,34,91,16,-3,-4
-236,-9,25,53,0,89,8,32,14,35,74,1,-5,0
-222,3,25,36,3,74,18,4,31,34,53,0,-1,8
-209,9,30,32,2,64,25,-1,28,35,62,24,14,21
-195,22,48,54,7,71,28,33,30,44,88,49,33,29
-194,16,50,39,11,58,23,40,33,39,80,44,31,20
-209,-9,33,3,4,29,16,25,27,18,54,26,22,2
-209,-9,33,3,4,29,16,25,27,18,54,26,22,2
-211,3,28,6,-2,23,16,29,29,15,57,25,26,0
-202,13,39,16,2,32,14,34,33,20,69,39,30,4
-213,3,31,-5,-5,22,-3,22,17,6,57,33,21,-6
-228,-3,10,-6,-16,21,-11,19,3,-8,49,23,25,-14
-218,5,14,22,-11,47,-7,32,3,5,69,45,42,-5
-218,5,14,22,-11,47,-7,32,3,5,69,45,42,-5
-208,27,27,34,-10,61,-3,28,6,31,81,59,52,2
-208,24,28,30,-23,61,3,4,6,29,71,40,50,5
